Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,OMEX,"Odyssey Marine Exploration, Inc. - Common Stock",Q,S,N,100.0,N,N,,OMEX,N,Basic Materials,Yahoo Finance
Y,OR,Osisko Gold Royalties Ltd Common Shares,N, ,N,100.0,N,,OR,OR,N,Basic Materials,Yahoo Finance
Y,PAAS,Pan American Silver Corp. - Common Stock,Q,Q,N,100.0,N,N,,PAAS,N,Basic Materials,Yahoo Finance
Y,PKX,POSCO Common Stock,N, ,N,100.0,N,,PKX,PKX,N,Basic Materials,Yahoo Finance
Y,PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada),A, ,N,100.0,N,,PLG,PLG,N,Basic Materials,Yahoo Finance
Y,PPG,"PPG Industries, Inc. Common Stock",N, ,N,100.0,N,,PPG,PPG,N,Basic Materials,Yahoo Finance
Y,PZG,Paramount Gold Nevada Corp. Common Stock,A, ,N,100.0,N,,PZG,PZG,N,Basic Materials,Yahoo Finance
Y,RETO,"ReTo Eco-Solutions, Inc. - Common Shares",Q,S,N,100.0,N,D,,RETO,N,Basic Materials,Yahoo Finance
Y,REX,REX American Resources Corporation,N, ,N,100.0,N,,REX,REX,N,Basic Materials,Yahoo Finance
Y,RGLD,"Royal Gold, Inc. - Common Stock",Q,Q,N,100.0,N,N,,RGLD,N,Basic Materials,Yahoo Finance
Y,RIO,Rio Tinto Plc Common Stock,N, ,N,100.0,N,,RIO,RIO,N,Basic Materials,Yahoo Finance
Y,RPM,RPM International Inc. Common Stock,N, ,N,100.0,N,,RPM,RPM,N,Basic Materials,Yahoo Finance
Y,RS,Reliance Steel & Aluminum Co. Common Stock (DE),N, ,N,100.0,N,,RS,RS,N,Basic Materials,Yahoo Finance
Y,RYAM,Rayonier Advanced Materials Inc. Common Stock,N, ,N,100.0,N,,RYAM,RYAM,N,Basic Materials,Yahoo Finance
Y,SA,"Seabridge Gold, Inc. Ordinary Shares (Canada)",N, ,N,100.0,N,,SA,SA,N,Basic Materials,Yahoo Finance
Y,SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),N, ,N,100.0,N,,SAND,SAND,N,Basic Materials,Yahoo Finance
Y,SANW,S&W Seed Company - Common Stock,Q,S,N,100.0,N,N,,SANW,N,Basic Materials,Yahoo Finance
Y,SCCO,Southern Copper Corporation Common Stock,N, ,N,100.0,N,,SCCO,SCCO,N,Basic Materials,Yahoo Finance
Y,SCL,Stepan Company Common Stock,N, ,N,100.0,N,,SCL,SCL,N,Basic Materials,Yahoo Finance
Y,SEED,Origin Agritech Limited - Common Stock,Q,S,N,100.0,N,D,,SEED,N,Basic Materials,Yahoo Finance
Y,SHW,Sherwin-Williams Company (The) Common Stock,N, ,N,100.0,N,,SHW,SHW,N,Basic Materials,Yahoo Finance
Y,SID,Companhia Siderurgica Nacional S.A. Common Stock,N, ,N,100.0,N,,SID,SID,N,Basic Materials,Yahoo Finance
Y,SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",A, ,N,100.0,N,,SIM,SIM,N,Basic Materials,Yahoo Finance
Y,SMG,Scotts Miracle-Gro Company (The) Common Stock,N, ,N,100.0,N,,SMG,SMG,N,Basic Materials,Yahoo Finance
Y,SNES,"SenesTech, Inc. - Common Stock",Q,S,N,100.0,N,N,,SNES,N,Basic Materials,Yahoo Finance
Y,SQM,Sociedad Quimica y Minera S.A. Common Stock,N, ,N,100.0,N,,SQM,SQM,N,Basic Materials,Yahoo Finance
Y,SSD,"Simpson Manufacturing Company, Inc. Common Stock",N, ,N,100.0,N,,SSD,SSD,N,Basic Materials,Yahoo Finance
Y,SSL,Sasol Ltd. American Depositary Shares,N, ,N,100.0,N,,SSL,SSL,N,Basic Materials,Yahoo Finance
Y,SSRM,SSR Mining Inc. - Common Stock,Q,Q,N,100.0,N,N,,SSRM,N,Basic Materials,Yahoo Finance
Y,STLD,"Steel Dynamics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,STLD,N,Basic Materials,Yahoo Finance
Y,SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),N, ,N,100.0,N,,SUZ,SUZ,N,Basic Materials,Yahoo Finance
Y,SVM,Silvercorp Metals Inc. Common Shares,A, ,N,100.0,N,,SVM,SVM,N,Basic Materials,Yahoo Finance
Y,SXC,"SunCoke Energy, Inc. Common Stock",N, ,N,100.0,N,,SXC,SXC,N,Basic Materials,Yahoo Finance
Y,SXT,Sensient Technologies Corporation Common Stock,N, ,N,100.0,N,,SXT,SXT,N,Basic Materials,Yahoo Finance
Y,TECK,Teck Resources Ltd Ordinary Shares,N, ,N,100.0,N,,TECK,TECK,N,Basic Materials,Yahoo Finance
Y,TGB,"Taseko Mines, Ltd. Common Stock",A, ,N,100.0,N,,TGB,TGB,N,Basic Materials,Yahoo Finance
Y,TGLS,Tecnoglass Inc. - Ordinary Shares,Q,S,N,100.0,N,N,,TGLS,N,Basic Materials,Yahoo Finance
Y,THM,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)",A, ,N,100.0,N,,THM,THM,N,Basic Materials,Yahoo Finance
Y,TMQ,Trilogy Metals Inc. Common Stock,A, ,N,100.0,N,,TMQ,TMQ,N,Basic Materials,Yahoo Finance
Y,TROX,Tronox Holdings plc Ordinary Shares (UK),N, ,N,100.0,N,,TROX,TROX,N,Basic Materials,Yahoo Finance
Y,TRX,Tanzanian Gold Corporation Common Stock,A, ,N,100.0,N,,TRX,TRX,N,Basic Materials,Yahoo Finance
Y,TSE,Trinseo S.A. Ordinary Shares,N, ,N,100.0,N,,TSE,TSE,N,Basic Materials,Yahoo Finance
Y,TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",N, ,N,100.0,N,,TX,TX,N,Basic Materials,Yahoo Finance
Y,UAMY,United States Antimony Corporation Common Stock,A, ,N,100.0,N,,UAMY,UAMY,N,Basic Materials,Yahoo Finance
Y,UAN,"CVR Partners, LP Common Units representing Limited Partner Interests",N, ,N,100.0,N,,UAN,UAN,N,Basic Materials,Yahoo Finance
Y,UFPI,"Universal Forest Products, Inc. - Common Stock",Q,Q,N,100.0,N,N,,UFPI,N,Basic Materials,Yahoo Finance
Y,USAS,"Americas Gold and Silver Corporation Common Shares, no par value",A, ,N,100.0,N,,USAS,USAS,N,Basic Materials,Yahoo Finance
Y,USAU,U.S. Gold Corp. - Common Stock,Q,S,N,100.0,N,D,,USAU,N,Basic Materials,Yahoo Finance
Y,USLM,"United States Lime & Minerals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,USLM,N,Basic Materials,Yahoo Finance
Y,VALE,VALE S.A.  American Depositary Shares Each Representing one common share,N, ,N,100.0,N,,VALE,VALE,N,Basic Materials,Yahoo Finance
Y,VGZ,Vista Gold Corp Common Stock,A, ,N,100.0,N,,VGZ,VGZ,N,Basic Materials,Yahoo Finance
Y,VHI,"Valhi, Inc. Common Stock",N, ,N,100.0,N,,VHI,VHI,N,Basic Materials,Yahoo Finance
Y,VMC,Vulcan Materials Company (Holding Company) Common Stock,N, ,N,100.0,N,,VMC,VMC,N,Basic Materials,Yahoo Finance
Y,WDFC,WD-40 Company - Common Stock,Q,Q,N,100.0,N,N,,WDFC,N,Basic Materials,Yahoo Finance
Y,WLK,Westlake Chemical Corporation Common Stock,N, ,N,100.0,N,,WLK,WLK,N,Basic Materials,Yahoo Finance
Y,WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,N, ,N,100.0,N,,WLKP,WLKP,N,Basic Materials,Yahoo Finance
Y,WPM,Wheaton Precious Metals Corp Common Shares (Canada),N, ,N,100.0,N,,WPM,WPM,N,Basic Materials,Yahoo Finance
Y,WRN,Western Copper and Gold Corporation Common Stock,A, ,N,100.0,N,,WRN,WRN,N,Basic Materials,Yahoo Finance
Y,WWR,"Westwater Resources, Inc. - Common Stock",Q,S,N,100.0,N,N,,WWR,N,Basic Materials,Yahoo Finance
Y,XPL,Solitario Zinc Corp. Common Stock,A, ,N,100.0,N,,XPL,XPL,N,Basic Materials,Yahoo Finance
Y,ZEUS,"Olympic Steel, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ZEUS,N,Basic Materials,Yahoo Finance
Y,ZKIN,"ZK International Group Co., Ltd - Ordinary Share",Q,S,N,100.0,N,N,,ZKIN,N,Basic Materials,Yahoo Finance
