Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,FCPT,"Four Corners Property Trust, Inc. Common Stock",N, ,N,100.0,N,,FCPT,FCPT,N,Real Estate,Yahoo Finance
Y,FISK,"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests",P, ,N,100.0,N,,FISK,FISK,N,Real Estate,Yahoo Finance
Y,FOR,Forestar Group Inc Common Stock ,N, ,N,100.0,N,,FOR,FOR,N,Real Estate,Yahoo Finance
Y,FPH,"Five Point Holdings, LLC Class A Common Shares",N, ,N,100.0,N,,FPH,FPH,N,Real Estate,Yahoo Finance
Y,FPI,Farmland Partners Inc. Common Stock,N, ,N,100.0,N,,FPI,FPI,N,Real Estate,Yahoo Finance
Y,FR,"First Industrial Realty Trust, Inc. Common Stock",N, ,N,100.0,N,,FR,FR,N,Real Estate,Yahoo Finance
Y,FRPH,"FRP Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,FRPH,N,Real Estate,Yahoo Finance
Y,FRT,Federal Realty Investment Trust Common Stock,N, ,N,100.0,N,,FRT,FRT,N,Real Estate,Yahoo Finance
Y,FSP,Franklin Street Properties Corp. Common Stock,A, ,N,100.0,N,,FSP,FSP,N,Real Estate,Yahoo Finance
Y,FSV,FirstService Corporation - Common Shares,Q,Q,N,100.0,N,N,,FSV,N,Real Estate,Yahoo Finance
Y,GBR,"New Concept Energy, Inc Common Stock",A, ,N,100.0,N,,GBR,GBR,N,Real Estate,Yahoo Finance
Y,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GLPI,N,Real Estate,Yahoo Finance
Y,GMRE,Global Medical REIT Inc. Common Stock,N, ,N,100.0,N,,GMRE,GMRE,N,Real Estate,Yahoo Finance
Y,GNL,"Global Net Lease, Inc. Common Stock",N, ,N,100.0,N,,GNL,GNL,N,Real Estate,Yahoo Finance
Y,GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,Q,Q,N,100.0,N,N,,GOOD,N,Real Estate,Yahoo Finance
Y,GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,Q,Q,N,100.0,N,N,,GOODN,N,Real Estate,Yahoo Finance
Y,GPMT,Granite Point Mortgage Trust Inc. Common Stock,N, ,N,100.0,N,,GPMT,GPMT,N,Real Estate,Yahoo Finance
Y,GTY,Getty Realty Corporation Common Stock,N, ,N,100.0,N,,GTY,GTY,N,Real Estate,Yahoo Finance
Y,GYRO,"Gyrodyne , LLC - Common Stock",Q,S,N,100.0,N,N,,GYRO,N,Real Estate,Yahoo Finance
Y,HIW,"Highwoods Properties, Inc. Common Stock",N, ,N,100.0,N,,HIW,HIW,N,Real Estate,Yahoo Finance
Y,HPP,"Hudson Pacific Properties, Inc. Common Stock",N, ,N,100.0,N,,HPP,HPP,N,Real Estate,Yahoo Finance
Y,HR,Healthcare Realty Trust Incorporated Common Stock,N, ,N,100.0,N,,HR,HR,N,Real Estate,Yahoo Finance
Y,HST,"Host Hotels & Resorts, Inc. Common Stock",N, ,N,100.0,N,,HST,HST,N,Real Estate,Yahoo Finance
Y,IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,A, ,N,100.0,N,,IHT,IHT,N,Real Estate,Yahoo Finance
Y,IIPR,"Innovative Industrial Properties, Inc. Common Stock",N, ,N,100.0,N,,IIPR,IIPR,N,Real Estate,Yahoo Finance
Y,ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,Q,Q,N,100.0,N,N,,ILPT,N,Real Estate,Yahoo Finance
Y,INN,"Summit Hotel Properties, Inc. Common Stock",N, ,N,100.0,N,,INN,INN,N,Real Estate,Yahoo Finance
Y,INVH,Invitation Homes Inc. Common Stock,N, ,N,100.0,N,,INVH,INVH,N,Real Estate,Yahoo Finance
Y,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,N, ,N,100.0,N,,IRM,IRM,N,Real Estate,Yahoo Finance
Y,IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,N, ,N,100.0,N,,IRS,IRS,N,Real Estate,Yahoo Finance
Y,IRT,"Independence Realty Trust, Inc. Common Stock",N, ,N,100.0,N,,IRT,IRT,N,Real Estate,Yahoo Finance
Y,IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,N, ,N,100.0,N,,IVR,IVR,N,Real Estate,Yahoo Finance
Y,JBGS,JBG SMITH Properties Common Shares ,N, ,N,100.0,N,,JBGS,JBGS,N,Real Estate,Yahoo Finance
Y,JLL,Jones Lang LaSalle Incorporated Common Stock,N, ,N,100.0,N,,JLL,JLL,N,Real Estate,Yahoo Finance
Y,JOE,St. Joe Company (The) Common Stock,N, ,N,100.0,N,,JOE,JOE,N,Real Estate,Yahoo Finance
Y,KIM,Kimco Realty Corporation Common Stock,N, ,N,100.0,N,,KIM,KIM,N,Real Estate,Yahoo Finance
Y,KRC,Kilroy Realty Corporation Common Stock,N, ,N,100.0,N,,KRC,KRC,N,Real Estate,Yahoo Finance
Y,KREF,KKR Real Estate Finance Trust Inc. Common Stock,N, ,N,100.0,N,,KREF,KREF,N,Real Estate,Yahoo Finance
Y,KRG,Kite Realty Group Trust Common Stock,N, ,N,100.0,N,,KRG,KRG,N,Real Estate,Yahoo Finance
Y,KW,Kennedy-Wilson Holdings Inc. Common Stock,N, ,N,100.0,N,,KW,KW,N,Real Estate,Yahoo Finance
Y,LADR,Ladder Capital Corp Class A Common Stock,N, ,N,100.0,N,,LADR,LADR,N,Real Estate,Yahoo Finance
Y,LAMR,Lamar Advertising Company - Class A Common Stock,Q,Q,N,100.0,N,N,,LAMR,N,Real Estate,Yahoo Finance
Y,LAND,Gladstone Land Corporation - Common Stock,Q,G,N,100.0,N,N,,LAND,N,Real Estate,Yahoo Finance
Y,LANDP,Gladstone Land Corporation - 6.375% Series A Cumulative Term Preferred Stock,Q,G,N,100.0,N,N,,LANDP,N,Real Estate,Yahoo Finance
Y,LOAN,"Manhattan Bridge Capital, Inc - Common Stock",Q,S,N,100.0,N,N,,LOAN,N,Real Estate,Yahoo Finance
Y,LTC,"LTC Properties, Inc. Common Stock",N, ,N,100.0,N,,LTC,LTC,N,Real Estate,Yahoo Finance
Y,LXP,Lexington Realty Trust Common Stock,N, ,N,100.0,N,,LXP,LXP,N,Real Estate,Yahoo Finance
Y,MAA,"Mid-America Apartment Communities, Inc. Common Stock",N, ,N,100.0,N,,MAA,MAA,N,Real Estate,Yahoo Finance
Y,MAC,Macerich Company (The) Common Stock,N, ,N,100.0,N,,MAC,MAC,N,Real Estate,Yahoo Finance
Y,MAYS,"J. W. Mays, Inc. - Common Stock",Q,S,N,100.0,N,N,,MAYS,N,Real Estate,Yahoo Finance
Y,MDRR,"Medalist Diversified REIT, Inc. - Common Stock",Q,S,N,100.0,N,N,,MDRR,N,Real Estate,Yahoo Finance
Y,MFA,"MFA Financial, Inc.",N, ,N,100.0,N,,MFA,MFA,N,Real Estate,Yahoo Finance
Y,MITT,"AG Mortgage Investment Trust, Inc. Common Stock",N, ,N,100.0,N,,MITT,MITT,N,Real Estate,Yahoo Finance
Y,MLP,"Maui Land & Pineapple Company, Inc. Common Stock",N, ,N,100.0,N,,MLP,MLP,N,Real Estate,Yahoo Finance
Y,MMI,"Marcus & Millichap, Inc. Common Stock",N, ,N,100.0,N,,MMI,MMI,N,Real Estate,Yahoo Finance
