Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Industry,Source
Y,SHEN,Shenandoah Telecommunications Co - Common Stock,Q,Q,N,100.0,N,N,,SHEN,N,Communication Services,Yahoo Finance
Y,SIFY,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",Q,S,N,100.0,N,N,,SIFY,N,Communication Services,Yahoo Finance
Y,SIRI,Sirius XM Holdings Inc. - Common Stock,Q,Q,N,100.0,N,N,,SIRI,N,Communication Services,Yahoo Finance
Y,SKM,"SK Telecom Co., Ltd. Common Stock",N, ,N,100.0,N,,SKM,SKM,N,Communication Services,Yahoo Finance
Y,SNAP,Snap Inc. Class A Common Stock,N, ,N,100.0,N,,SNAP,SNAP,N,Communication Services,Yahoo Finance
Y,SOHU,Sohu.com Limited  - American Depositary Shares,Q,Q,N,100.0,N,N,,SOHU,N,Communication Services,Yahoo Finance
Y,SONG,Akazoo S.A. - Ordinary Shares,Q,S,N,100.0,N,N,,SONG,N,Communication Services,Yahoo Finance
Y,SPOT,Spotify Technology S.A. Ordinary Shares,N, ,N,100.0,N,,SPOT,SPOT,N,Communication Services,Yahoo Finance
Y,SSP,E.W. Scripps Company (The) - Class A Common Stock,Q,Q,N,100.0,N,N,,SSP,N,Communication Services,Yahoo Finance
Y,SSTK,"Shutterstock, Inc. Common Stock",N, ,N,100.0,N,,SSTK,SSTK,N,Communication Services,Yahoo Finance
Y,T,AT&T Inc.,N, ,N,100.0,N,,T,T,N,Communication Services,Yahoo Finance
Y,TC,TuanChe Limited - American Depositary Shares,Q,S,N,100.0,N,N,,TC,N,Communication Services,Yahoo Finance
Y,TDS,"Telephone and Data Systems, Inc. Common Shares",N, ,N,100.0,N,,TDS,TDS,N,Communication Services,Yahoo Finance
Y,TEF,Telefonica SA Common Stock,N, ,N,100.0,N,,TEF,TEF,N,Communication Services,Yahoo Finance
Y,TEO,Telecom Argentina SA,N, ,N,100.0,N,,TEO,TEO,N,Communication Services,Yahoo Finance
Y,TGNA,TEGNA Inc,N, ,N,100.0,N,,TGNA,TGNA,N,Communication Services,Yahoo Finance
Y,TIGO,Millicom International Cellular S.A. - Common Stock,Q,Q,N,100.0,N,N,,TIGO,N,Communication Services,Yahoo Finance
Y,TKC,Turkcell Iletisim Hizmetleri AS Common Stock,N, ,N,100.0,N,,TKC,TKC,N,Communication Services,Yahoo Finance
Y,TLK,"PT Telekomunikasi Indonesia, Tbk",N, ,N,100.0,N,,TLK,TLK,N,Communication Services,Yahoo Finance
Y,TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",N, ,N,100.0,N,,TME,TME,N,Communication Services,Yahoo Finance
Y,TMUS,"T-Mobile US, Inc. - Common Stock",Q,Q,N,100.0,N,N,,TMUS,N,Communication Services,Yahoo Finance
Y,TRUE,"TrueCar, Inc. - Common Stock",Q,Q,N,100.0,N,N,,TRUE,N,Communication Services,Yahoo Finance
Y,TRVG,trivago N.V. - American Depositary Shares,Q,Q,N,100.0,N,N,,TRVG,N,Communication Services,Yahoo Finance
Y,TSQ,"Townsquare Media, Inc. Class A Common Stock",N, ,N,100.0,N,,TSQ,TSQ,N,Communication Services,Yahoo Finance
Y,TTD,"The Trade Desk, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,TTD,N,Communication Services,Yahoo Finance
Y,TTWO,"Take-Two Interactive Software, Inc. - Common Stock",Q,Q,N,100.0,N,N,,TTWO,N,Communication Services,Yahoo Finance
Y,TU,Telus Corporation Ordinary Shares,N, ,N,100.0,N,,TU,TU,N,Communication Services,Yahoo Finance
Y,TV,Grupo Televisa S.A. Common Stock,N, ,N,100.0,N,,TV,TV,N,Communication Services,Yahoo Finance
Y,TZOO,Travelzoo - Common Stock,Q,Q,N,100.0,N,N,,TZOO,N,Communication Services,Yahoo Finance
Y,UONE,"Urban One, Inc.  - Class A Common Stock",Q,S,N,100.0,N,N,,UONE,N,Communication Services,Yahoo Finance
Y,UONEK,"Urban One, Inc.  - Class D Common Stock",Q,S,N,100.0,N,N,,UONEK,N,Communication Services,Yahoo Finance
Y,UPWK,Upwork Inc. - Common Stock,Q,Q,N,100.0,N,N,,UPWK,N,Communication Services,Yahoo Finance
Y,VEON,VEON Ltd. - American Depositary Shares,Q,Q,N,100.0,N,N,,VEON,N,Communication Services,Yahoo Finance
Y,VIV,"Telefonica Brasil, S.A. ADS",N, ,N,100.0,N,,VIV,VIV,N,Communication Services,Yahoo Finance
Y,VOD,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,Q,Q,N,100.0,N,N,,VOD,N,Communication Services,Yahoo Finance
Y,VZ,Verizon Communications Inc. Common Stock,N, ,N,100.0,N,,VZ,VZ,N,Communication Services,Yahoo Finance
Y,WB,Weibo Corporation - American Depositary Shares,Q,Q,N,100.0,N,N,,WB,N,Communication Services,Yahoo Finance
Y,WOW,"WideOpenWest, Inc. Common Stock",N, ,N,100.0,N,,WOW,WOW,N,Communication Services,Yahoo Finance
Y,WPP,WPP plc American Depositary Shares,N, ,N,100.0,N,,WPP,WPP,N,Communication Services,Yahoo Finance
Y,YELP,Yelp Inc. Common Stock,N, ,N,100.0,N,,YELP,YELP,N,Communication Services,Yahoo Finance
Y,Z,"Zillow Group, Inc. - Class C Capital Stock",Q,Q,N,100.0,N,N,,Z,N,Communication Services,Yahoo Finance
Y,ZDGE,"Zedge, Inc. Class B Common Stock ",A, ,N,100.0,N,,ZDGE,ZDGE,N,Communication Services,Yahoo Finance
Y,ZG,"Zillow Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,ZG,N,Communication Services,Yahoo Finance
